TF,TCGA_E2_A10E_01A_21R_A10J_07,TCGA_D8_A1JB_01A_11R_A13Q_07,TCGA_AR_A5QN_01A_12R_A28M_07,TCGA_LL_A50Y_01A_11R_A266_07,TCGA_B6_A0I5_01A_11R_A034_07,TCGA_D8_A141_01A_11R_A115_07,TCGA_E2_A14Q_01A_11R_A12D_07,TCGA_B6_A0I8_01A_11R_A034_07,TCGA_AC_A3HN_01A_11R_A213_07,TCGA_A2_A04V_01A_21R_A034_07,TCGA_A2_A1FW_01A_11R_A13Q_07,TCGA_C8_A12U_01A_11R_A115_07,TCGA_EW_A1PC_01B_11R_A21T_07,TCGA_5T_A9QA_01A_11R_A41B_07,TCGA_AN_A0AJ_01A_11R_A00Z_07,TCGA_A2_A04R_01A_41R_A109_07,TCGA_AR_A0TV_01A_21R_A084_07,TCGA_A8_A09R_01A_11R_A00Z_07,TCGA_E2_A1L7_01A_11R_A144_07,TCGA_BH_A42T_01A_11R_A24H_07
ALX4,-1720.4455580131664,-1250.6545899000391,-2198.1729514498343,-1343.7803107301756,-2033.4557401352001,-1984.0940922381662,-2224.350644011628,-2298.607924051754,-2154.3447898712434,-2164.2962094876307,-1992.5791527932029,-2089.823145797291,-2301.8117295002944,-1851.1013241045725,-2086.193153116538,-2289.1068757493085,-2310.9730843487364,-2102.3038388739033,-2290.531408385004,-1767.256128802144
ARX,-1614.7038473629602,-938.4254779487172,-2143.2711134876463,-782.3538704834369,-1912.4637881394992,-1769.0712565574038,-2155.425157576476,-2241.0887759769826,-2132.4939015375708,-2116.969892134922,-2028.4532476777201,-1847.5515753530046,-2342.336294140558,-1756.4191312074763,-1957.163780178484,-2255.5482494529338,-2302.172527944204,-1973.1830215341429,-2236.8484767828577,-1603.3757026475198
ATF2,-468.1965135713042,-323.1309764273035,-549.491303820883,-319.58079818556996,-648.4628617162259,-438.8713749120107,-620.5053661241625,-629.6520622504778,-579.3325909857851,-618.0793702819382,-418.97037970471206,-519.3804113908226,-685.3447212048852,-706.9595776888206,-548.623564948008,-563.6964755720065,-674.7446781565926,-560.8813759762119,-742.4935308092964,-394.2531655586148
ATF6,-844.2275547308635,-602.3715688281299,-979.493370449426,-1020.1380235115191,-1153.7203262513958,-898.6423483591656,-938.8375065332218,-1007.3946210337683,-930.7590687725202,-874.694975680115,-606.0061691999131,-819.4320527480572,-958.6278198955575,-711.3553850686509,-911.8637450301215,-969.793209864584,-601.6426284946256,-932.5069076601502,-928.5412944851696,-1160.704462301966
BACH2,-1234.1169939888177,-828.3254577587855,-1455.603835353923,-889.4722817864675,-1413.598821235456,-1238.0639780128445,-1490.392684171141,-1528.210171615681,-1426.3652543752307,-1444.8465881025988,-1443.062233724384,-1226.0781519110794,-1620.768153768021,-1376.1847181585285,-1411.9156065105274,-1464.8479691450968,-1555.3525931040383,-1462.3487829058201,-1569.3495798680233,-1209.3100826022605
BARX2,12.394282249875522,634.7926693696329,-527.6649088915566,1359.4689420846094,-229.03290014879587,-149.50010438715856,-593.0982755359524,-699.2012038029432,-692.0911492189584,-538.5353150916736,-1341.8803961937354,-393.5368497853486,-913.4416937366456,-497.0177212675033,-492.5949418078782,-617.3959004957483,-781.6947336258903,-403.1058158407847,-640.1544432805736,-101.74527779755932
BCL6,-595.7858829961875,-23.661423025742838,-1008.9753377864532,-335.4043254370404,-759.0157629233033,-615.7716097366158,-982.3308090251348,-1120.6888727800556,-908.1985938555065,-1004.0155295352,-1021.9337429996308,-830.7641578816099,-1241.0609281111435,-772.3088208116857,-927.8042656295214,-1008.3422174782494,-1189.7055141893677,-878.3206295605834,-1052.3690957989538,-707.9362732186324
CDX1,-318.97271522131484,292.07878403868716,-723.2327366019031,732.7138233201182,-420.57943652994516,-463.1800321378816,-856.1163188194291,-976.3292439750694,-787.6146467731521,-855.1942709617823,-1299.4974109045345,-510.97689101685694,-1124.3157661754524,-809.8912712706621,-792.6885755519423,-970.3451185385928,-1139.0326240021243,-604.6848001067019,-937.2110518836581,-540.748297109696
CEBPE,-2395.7038444874215,-2100.9301312420935,-2545.37740839555,-2101.498619215218,-2419.179819283277,-2392.9582954905745,-2545.8516181896875,-2548.1514352800627,-2544.9241985261674,-2507.430478989862,-2222.5028353249563,-2637.6387744065737,-2607.306504398682,-2412.8436533104623,-2460.629876593268,-2549.9765309354775,-2458.475184067709,-2591.7333908726837,-2476.0450109556486,-2227.5379066311066
CREB1,-356.10478321056684,46.93786397618213,-572.0211135691593,314.7789027552089,-572.1448253886117,-408.1853324732371,-692.7511960653869,-832.5014998653953,-605.0616611548892,-696.4858609860304,-823.8609255215954,-517.4435933731262,-860.4509027006343,-653.3927693732064,-647.3911197758421,-752.441400255089,-919.0321918353877,-427.6468791718078,-853.0811630832422,-505.6365898670999
CREB3,-1156.1972345256074,-683.3352116401517,-1176.0483072758225,-1329.8461537603978,-1258.8079002079908,-1062.9031839193244,-1220.5076600003986,-1169.997324069416,-1168.0470245454724,-1138.1370950111536,-1267.5489784595945,-1209.9793827065012,-986.7365911220007,-719.5859162700581,-1141.5831965028926,-1220.7891949968887,-1039.5957817303608,-1219.5391872157707,-1282.5520880219274,-1130.0244637676612
CREM,-1343.8297731562077,-1219.3951023813197,-1426.9364723191438,-1366.7373718381039,-1529.3160896067013,-1359.3566097315838,-1495.8807257404715,-1465.2073481856617,-1486.4453758129505,-1432.8494496561093,-1293.2679494597157,-1503.9977985751864,-1145.465127606019,-1177.941802017865,-1399.3631079699212,-1374.2326051544678,-1330.2051952472882,-1466.5160800662093,-1600.4346427619466,-1205.715982317665
CRX,-820.2011831005082,-491.78831243651126,-1094.2021866760138,-230.39415665971796,-869.6582933259776,-897.258677936629,-1102.8005592977058,-1191.574604678524,-1049.3855995379893,-1065.2205550374717,-1434.492400638654,-1080.0808934169088,-1265.779963987248,-839.300510953335,-970.8423332060353,-1154.237797018837,-1103.5453244920182,-993.9847917331559,-1129.420270184854,-873.4535910162357
CTCF,2860.22090020534,2234.156950452675,3227.6792205376214,2327.7658019603514,2981.2767671928777,3059.355036573942,3172.2489042568413,3151.408464823257,3262.928039998902,3104.8682428560946,2803.0162699024095,3385.821154283428,3251.815227371849,2912.3171996574924,2896.030894946457,3204.863598419323,3147.311140356855,3288.640537071463,3279.953971382992,2555.335788026971
CUX2,-2160.817701796714,-1654.0950158930643,-2586.548425959922,-1469.9056281987562,-2353.4376500676753,-2450.9253087544917,-2628.070118846291,-2676.1296251822223,-2615.9784731712048,-2562.7107641016205,-2445.6525727144003,-2561.1731657388173,-2722.9623377084154,-2421.902914444172,-2471.8717124805517,-2666.567759410269,-2641.6134532678752,-2529.1179221962607,-2688.4608824049374,-2054.395257719067
DBP,-2054.6801769869935,-1389.867523918262,-2465.562525460186,-1034.1907401964354,-2274.4275859036984,-2237.829954741635,-2484.7490023773516,-2590.381295071057,-2491.5349436811466,-2423.8052263037857,-2502.667022777758,-2508.4171880139174,-2616.4336863712438,-2089.5385130501445,-2344.3103021934535,-2506.0138784087544,-2573.814759291635,-2435.9997533844357,-2519.2025854388935,-1874.7919565501372
DLX2,-1409.7608810519746,-685.4404993982207,-1809.1214284942073,-526.7241459646996,-1603.050959611643,-1454.6772971520406,-1909.140820728181,-2079.726242325463,-1862.7934779073562,-1862.8460143461534,-1933.280527856125,-1708.371170842409,-2105.3644178855857,-1568.543782210209,-1757.3147309014444,-1973.7662566255642,-2091.694648399403,-1701.6982425342467,-2026.8924701145982,-1368.5485021742136
DLX3,-1665.1461749888476,-1131.4408961950558,-1993.075142804733,-970.8335911535681,-1846.336968981578,-1729.8676795776948,-2079.8163203066924,-2168.9787213532823,-2034.940920591816,-2026.8034319724209,-2090.6603841733445,-1817.6500245362424,-2197.4699489201803,-1965.0269556031335,-1953.6709672451525,-2097.721565967015,-2173.344886369659,-1947.1228441136466,-2154.419393758346,-1636.395180420201
DLX4,-1930.0515724117354,-1445.9762660287063,-2240.5933178354335,-1266.1584978723872,-2090.61419286195,-2037.220770312069,-2314.1797854077363,-2362.979781834809,-2312.873135544597,-2256.539017055807,-2300.3020046033043,-2190.695849063778,-2391.279273848631,-2138.258983892175,-2173.6415542664217,-2312.05044858029,-2375.2075721994756,-2215.4177193597916,-2377.959551117794,-1864.2102871374402
DLX6,-1788.2985562895599,-1089.585073719809,-2228.81094906427,-929.0616266823803,-1990.3590607535584,-1912.2056228803508,-2292.9920422243904,-2411.789771192861,-2213.591937740105,-2212.9959497279287,-2269.439943386678,-2001.4464171962331,-2435.6546156309405,-2048.950642725665,-2130.854791451398,-2301.6532186828003,-2382.849417238281,-2072.0185893420226,-2335.64381742792,-1739.3617219912117
DMRT3,-1621.6366783611224,-980.1554416123635,-2056.803088694975,-727.9634918293989,-1787.3439339234728,-1796.1625557088682,-2156.2758591318534,-2272.7435898654385,-2008.6345001790662,-2081.2814116730897,-2155.214713919713,-2157.405907971274,-2409.6549380338647,-1890.4534741664415,-2008.196552559227,-2205.387898214544,-2203.0487355119403,-1935.8945616269111,-2262.749213452331,-1558.495046395899
E2F1,-1853.0334527602165,-1395.726340759275,-2243.6073395439453,-2225.012777671752,-2306.885608043038,-1784.285775586786,-2138.57302377566,-2234.9450737974876,-2180.3660213039943,-2112.3460341736827,-1869.5276292231724,-2399.1276324781757,-1726.259692685693,-1253.7018565861406,-2227.248105133803,-2208.993834363943,-1812.2023513604204,-2180.0908842648305,-2007.3188328453637,-1515.0409663950143
E2F2,-1388.477548023997,-1017.4365268237731,-1671.0064370696455,-1933.0602634043723,-1821.6679260399903,-1507.2756841064263,-1524.3831245513609,-1538.1625231065584,-1749.510756393447,-1536.6347535409448,-463.1666132756637,-2000.758676012153,-1101.5800481698845,-552.5737851660587,-1644.742516658788,-1570.524712059202,-1017.6313689142377,-1803.3260258544667,-1419.1661962226747,-1191.4539163776617
E2F3,-2635.7912165957987,-2379.469088545964,-2770.7690725437283,-2357.2678740201127,-2664.2151457950217,-2762.577960492745,-2782.3590624838735,-2803.656809553761,-2785.487390927049,-2759.4885445918435,-2763.8740012897956,-2789.165903432915,-2716.5823817099467,-2522.2661532566426,-2705.133995743337,-2771.65789140794,-2742.13174476099,-2810.4661973223574,-2777.680319160955,-2466.6960127088832
EBF3,2239.9881421147147,1782.0404319676975,2743.8983366751813,1089.8791749650466,2243.976732289388,2750.6925894540936,2651.440289833257,2670.3898922482836,2891.8162569656492,2605.2585517464863,2363.141653358689,2980.6389969799447,2681.8544713635256,2201.221746782417,2381.202542512815,2739.204471427472,2663.2726187883495,2781.1744765448307,2757.0246280582232,2017.9210366880634
ELF2,481.51720665917276,376.08010309546705,368.95195038841285,181.98877945429587,459.5753490093596,480.3332480288091,660.2110525360187,686.6312517296159,22.662800950213736,738.0606437903566,853.418524847813,-306.65499799219396,950.7036572096745,1260.5969906627972,638.8182648063017,725.0250266570691,1042.0631833721307,397.8091296600657,657.0198029780095,637.1511819918636
ELF4,655.7244876213339,484.5915500916881,618.6269879530744,45.645146091898894,692.805162915663,718.3836163553144,965.9165483743997,997.4160183669577,422.9708780195078,967.0058850338503,1142.7209391059391,10.542346944900455,1182.5738557931727,1130.1090667992733,935.8993503586863,1004.686469483868,1285.7030611918558,688.5678774693273,777.6173679223612,829.5256260457065
ELK3,238.9369272086688,-135.99795416452466,341.01220388587166,-635.4981454757293,396.2330200836923,164.14162143159788,748.0473916865369,886.7089610636215,30.075196606701283,761.8045998038239,1123.7127117874784,-386.2735534965778,1252.2808042680867,1033.223093209362,698.476249485852,740.9230204828627,1194.2865244739864,160.42680777518325,603.7116810740719,585.6596647470241
ERF,-299.0397979906385,-209.989570381091,-449.279432566893,-712.71029766827,-307.1684830224675,-205.04710448273795,-153.23156524359925,-29.77556925416825,-509.7004258585508,-123.99116460498526,126.2127579386732,-852.1374080297929,113.8253268163982,579.7430749094531,-119.74316270693092,-82.66350838525192,215.0158414922834,-436.2996122177989,-232.37619352863095,-53.21058638370656
ESR1,-1044.1536965349194,-838.9752423441469,-1420.5923389469717,-913.2335422395429,-1221.7359889715215,-1863.1761748350707,-1500.24493577346,-1692.8216741549008,-1568.9854239603417,-1741.9935750731584,1416.7571538071702,-1709.419365860928,-1905.7946391234316,-2163.672185780966,-1059.5096764097982,-1580.6235233446857,-1414.8215690381014,-1596.4546874066325,-1761.23251414248,-183.31096806683533
ESRRB,85.73469886165617,-244.6231792530665,138.70169028525606,366.83313660284676,160.72657533415025,-58.83261204701138,112.86076375937586,-26.38526598877071,163.15468813431403,66.48814743151407,479.4625749252968,-142.93355294313986,262.40733936971486,-181.9990026591164,-37.69383575572144,163.71281324576978,-131.7204068571267,97.56191985498056,-120.91830669562601,533.0087970811454
ETV1,2822.2635708008006,2479.8381869568775,2970.289556916848,2450.698903147838,2917.311399761152,2971.20091585341,2931.041844922155,2979.813176285195,3073.548453581715,2959.0359601629298,3316.285968411839,3051.4300759687508,2661.2109746150195,2644.414707854958,2885.055388714421,2998.913959263507,2914.1387293080975,2964.6044930842813,2972.259156829293,2777.141060454413
ETV2,331.86098984971625,352.5085621544255,83.15779390551937,296.6244979034715,271.1984556231689,424.539321013586,353.7857638666452,413.70234262108033,-14.31081770429222,367.0673275434719,41.07539269917815,-303.7570185840721,563.4125346831261,968.1245360143646,348.94237908310544,400.74283709326807,742.9433611809526,256.7420486513995,352.79117988715393,288.3724057222897
ETV3,312.80206015971777,59.32972559710146,290.94187207817043,-186.9018015463583,470.7076661700885,196.7856618299862,714.2718917313167,842.400620368823,-40.326805354634025,699.0205697649826,825.5602122497744,-394.95767883136386,1107.8824891612342,987.5424331614505,663.635627346859,623.352681666814,1035.312058608192,246.04043869279445,602.5990769881791,602.5137470986845
ETV7,2030.2914255069359,1657.5406890904974,2234.789934928115,1513.5701906554045,2380.098100129827,1977.5441890002144,2533.3306906036723,2548.46732048518,2001.4480781474595,2449.909372966908,2605.0922103817647,1525.7946503857572,2595.6123202154026,2177.962153915583,2355.623049607405,2501.5172588342775,2666.480556832153,2232.249132473883,2521.9068710501087,2169.04546808357
EVX1,-2059.346747636738,-1526.431561664828,-2468.104958043238,-1697.935079879647,-2361.759751141303,-2226.0546809338257,-2462.024337631294,-2580.0652975403427,-2435.9248852615356,-2432.874203018276,-2201.290713104931,-2433.171019473204,-2535.7400915998815,-2130.232038569142,-2400.5086074155392,-2503.963195970672,-2564.0079721310085,-2274.118524220673,-2551.633638715651,-2023.0599501849817
FOSL2,352.74157863494963,168.79023429864208,428.5584891905178,-352.1509275847436,330.5324923939892,443.66615986887905,465.74526034561694,484.89563188305374,502.17726382524273,458.35710757551857,1162.1143041186747,564.3552715026398,308.529385951006,522.3795347884626,504.2713904134145,612.1357434645288,579.6114516309747,228.1296683124907,202.0155722026866,495.48975975403414
FOXC1,404.238199103008,1156.0747353879472,-142.15369799742217,1828.886114069478,242.12700771784398,136.6253771595141,-242.15755452063868,-412.1892177418063,-263.87588016525166,-174.50235372369474,-732.9883429590859,-102.3472977611542,-650.0114802879524,55.938060803121175,-92.11234681724741,-332.27901072679515,-416.1406187533695,95.62332178370937,-272.73249104893443,245.59893805407842
FOXF1,-274.86407208184505,509.0094378722856,-793.0222619708172,1196.650859366424,-308.44719241958467,-493.1418672383938,-898.922358370131,-1031.8023665827589,-844.5682439697332,-830.7149549851439,-1668.489997693802,-451.3965607240795,-1269.584060200865,-721.4446938955168,-778.1725717404656,-979.7778795614208,-1080.9740407720508,-586.1085437105432,-879.3564244261461,-379.40795799494066
FOXJ2,-669.6769125239309,100.97318945529626,-1219.7278109332049,679.4042049156017,-851.161615880433,-868.1029928838841,-1347.9080895257289,-1482.2169263750018,-1232.796178842493,-1266.7714222112022,-1787.2997051802176,-1004.369000557689,-1704.7836545640114,-1114.571174501903,-1210.8964622796318,-1434.3438056280747,-1564.4822437092207,-993.6874444253781,-1374.6658060023808,-763.311344298139
FOXN3,-2454.0478490781506,-2135.2704728251247,-2709.166193772025,-2039.1994035807672,-2704.343448750767,-2512.6000025691014,-2690.221392821239,-2713.1256081488714,-2640.358163107545,-2670.140654316039,-2355.9440374164365,-2688.2218508826754,-2690.392599308659,-2491.262720273863,-2573.7855362432883,-2727.464254224672,-2741.0978711034422,-2696.9134176208686,-2808.4929229141508,-2347.0369642908768
FOXP1,-120.98935149287364,663.6530596941286,-647.664532763722,1218.6785912289656,-169.89829165520436,-326.8750966612752,-735.410741232741,-881.7806071368493,-614.506124089728,-675.324930887229,-1463.8208986067743,-339.7242454274195,-1151.5849101486103,-620.6059481270597,-624.8922125261577,-794.1652000888078,-909.8298487967897,-454.7597736535626,-770.1112638348862,-256.0233334190965
FOXP3,-1403.6382088349264,-855.2951424881454,-1757.5032391110574,-540.3928873575899,-1456.5124496156182,-1568.4688994798814,-1809.518070485783,-1887.6132955040703,-1730.5509709105936,-1789.2993240651272,-2004.0627763098587,-1465.6684489472832,-2058.855932274686,-1599.2077023319007,-1756.1883425366082,-1886.7806501655134,-1933.6100543460427,-1706.1674345098656,-1865.5521786379345,-1411.3143629716337
GATA1,-898.9955974990432,-199.97425451339498,-1358.2682553036027,-144.04265484486405,-847.0401207313895,-907.7873404622145,-1367.3044843518778,-1448.4122051084903,-1222.505089888644,-1340.071613063495,-1835.1364385837046,-1199.7067475858228,-1771.744554368571,-1317.95374540941,-1275.3868676160541,-1428.19998104562,-1457.3778453635543,-1109.911653986328,-1388.5313481448754,-946.4726492172362
GLI1,1368.1646195440105,1015.5121437274389,1801.5065970612536,345.2024000930339,1428.1480169851347,1690.9069061335845,1848.4886429839955,1882.4155862715986,2044.8530857519795,1761.7546313080538,1931.1039534697386,1906.909373770342,1913.4760585728118,1549.0106848875082,1611.729194945541,1861.4701319312676,1841.4420917657878,1789.9602227868306,1878.6235464164217,1263.4407271735784
GLI3,98.80055896737711,-253.85388537957115,487.45845620273593,-897.9544879619892,219.80347585124235,310.2799350945801,510.0853776016622,619.5921253898138,635.6623967093808,503.91314819879403,1060.4678871219028,618.6845932452522,770.1001853482076,214.40102631039514,370.8067202290183,556.4580352515397,618.8873405159784,316.01953431986544,560.5871021327919,220.55338623890881
GLIS3,-424.97419124588697,-542.1858837992833,-258.85990743319036,-1134.8453995911418,-402.87241708342566,-411.23643071355497,-240.75644738090972,-237.86415914500296,-54.296808055324355,-279.7495088053026,1133.0194276963698,-417.7705018764776,-77.5266155665396,-546.9447765540604,-237.05054188166307,-196.28578973684992,-213.56637102801358,-372.96335721892666,-139.13977829150627,-158.2043083789414
GMEB2,-2829.703719397736,-2537.8886792237163,-2982.522523368529,-2484.8558769264255,-2899.3382407390322,-2986.583971382085,-2971.9000606115487,-2975.5355896978485,-3038.79577934091,-2941.2932583574407,-2799.84465539068,-3118.0430086542437,-2918.9454253497256,-2707.9753463521947,-2853.245255287154,-2957.889557685462,-2884.9656874177704,-3038.984433962922,-2984.1748839734605,-2638.6021672816664
GRHL2,-264.8580475114719,328.750573604418,-658.2884519351669,548.9715892102826,-452.8000143562623,-405.83108100779043,-859.6629285675486,-985.7888477793362,-539.8177147130646,-801.6764275231376,-1373.630975236785,-330.30018103502397,-1059.7361214702398,-746.12499149469,-797.4190020332204,-902.3629530158782,-1093.2683079185074,-482.7823079834414,-829.23952167458,-522.9049033805702
HES1,1241.5892339289653,801.0726272151567,1625.7777417555137,1325.5631276080442,1556.2735149706652,1203.5558068760395,1598.8121157741177,1590.5313334959444,1427.1317245688304,1594.7813045372436,1170.8676314542467,1366.8678250902199,1729.9229016550755,1670.145569527367,1519.8178368902454,1573.2852019250154,1673.8178732728854,1599.2268062181954,1698.3643353301425,1373.3353823012146
HES2,-248.7146040649664,-348.15963317100017,-123.46748497715811,-417.46469989106816,-143.6995783299799,-261.1119747774682,-77.46454291609761,-78.38766924393865,-190.56024357674306,-16.74385998966435,-377.7193639746862,-188.71888941379922,175.67356090298154,145.1734254929592,-123.84383779985508,14.98494005201929,35.60674944569434,-165.80935175935167,-74.2429333446972,32.93507730772532
HIF1A,-1054.1687416735579,-919.69250508081,-1113.4634146670724,-1526.1673474847362,-1112.464221588558,-1185.5937846985278,-966.948189595346,-983.4473369830059,-1101.7275496382022,-921.1217738612382,250.91862228327668,-1323.1079669608555,-562.310723667138,-714.746103625513,-1072.4235294173197,-957.9375214808305,-884.15998896704,-1122.4796250090528,-1060.2712123834945,-432.364586734064
HLF,-1243.0276771627678,-425.2508216161835,-1633.9099154977366,-111.1770502046225,-1404.1898722329122,-1236.0082941033606,-1772.3575138482754,-1879.5704528173128,-1670.292192015637,-1709.6022718498507,-2015.0680357535161,-1607.7109206101625,-2084.5919932333823,-1433.2104009378538,-1657.873814087675,-1802.1774064458175,-1891.2388115474964,-1569.991039740908,-1770.9308071925605,-1195.1540128564925
HNF4A,1087.8847678585885,389.89971957003183,1213.7693486874252,640.2349560744289,1094.657521049089,701.8041321280822,995.7639795226058,982.8025795976968,1159.5381909231323,951.6443266911303,2305.4855177969403,1317.8368034511984,525.1709223357311,387.6959355488165,1113.5173482645416,1151.8520901079835,956.3638881663941,994.8826824563816,942.3788820760142,1069.9654954523758
HOXA1,-1978.8473833473142,-1421.6585433011924,-2462.7140041035964,-1482.572643066633,-2289.8771091495137,-2216.599232688728,-2469.733958846812,-2560.0596750175755,-2467.514981519846,-2446.975792815966,-2298.018692992196,-2339.7102979058027,-2652.5257943011816,-2238.808162845385,-2347.872622642598,-2564.351402158326,-2601.234126065394,-2271.699536962894,-2588.0792672757225,-1980.049670825234
HOXA11,-1667.195442329467,-1145.9810177194572,-2055.2828676082527,-1010.7903798960343,-1917.253021815012,-1829.189081222139,-2064.3080050411754,-2176.3536241470074,-2106.656484510822,-2062.7660549878356,-1893.2736339364474,-1917.8087563168312,-2188.013298282786,-1873.0697870477795,-1942.4586978027248,-2127.13100775655,-2211.2447525165912,-1956.2758365171326,-2122.990297915206,-1629.3886762167335
HOXA2,-2136.859736114439,-1558.6079688668153,-2582.47597034595,-1585.7031361162938,-2402.6200712744326,-2337.41821286055,-2615.550657472194,-2727.351080490685,-2571.1004499835394,-2607.220449331374,-2461.958035127369,-2400.666787462259,-2851.592087961094,-2443.00074894296,-2509.657701749718,-2702.0224665452,-2774.8082087666758,-2431.0929055029983,-2737.7388088930857,-2161.8271842917798
HOXA5,-2208.897208282223,-1668.33815359651,-2608.9683747212107,-1656.8679751656985,-2382.2428619537245,-2313.3517427518564,-2632.8845937863216,-2710.441230057118,-2580.0909218869647,-2600.328816555535,-2413.475799955508,-2325.962743957147,-2825.599772097662,-2564.2253194550062,-2544.59044378731,-2687.30382527323,-2705.184151949932,-2447.130922545308,-2686.7409918283934,-2181.2149369634903
HOXA6,-1762.7165153533786,-1267.8366651115152,-2244.039377941211,-1351.5554619790835,-2113.5325863385283,-1970.4705180275364,-2247.7331754973666,-2333.4241801682806,-2272.110282913202,-2240.0036908643033,-2130.570227879717,-2028.5502207631862,-2372.771975950169,-2063.541955268811,-2163.8885374754796,-2332.149744607566,-2364.2622564662415,-2093.679870261852,-2370.308359729865,-1796.4085305248395
HOXA9,-2580.1013522318626,-2284.229002836644,-2835.5542056121603,-2219.1736327989115,-2688.05466913547,-2772.6765707039945,-2798.0876514306756,-2822.0095759591204,-2903.753561902437,-2809.094138010699,-2400.0553619582106,-3067.012452075317,-2789.1545482789397,-2606.591478199487,-2687.5298954552754,-2831.2068157761023,-2833.668940081598,-2824.734552882034,-2890.065731356853,-2473.902117458924
HOXB3,-1546.9933365477282,-871.3951754436528,-2032.4947275069683,-707.094913635893,-1836.9740153798032,-1760.9221735894173,-2104.6501320350817,-2252.819898497971,-2159.9602722941863,-2062.501921061654,-1978.4161871499743,-1958.186542079005,-2327.986903634045,-1776.5794986660767,-1949.009935596271,-2215.193322365151,-2308.6685987585865,-1841.8136254681713,-2200.0146418684735,-1564.9941512247926
